Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD0201,7/26/2024,8/1/2024,CUST016,Customer_200,Corporate,North,Furniture,Chairs,Gaming Chair,242.23,2,0.3,-24.22
ORD0202,12/9/2024,12/15/2024,CUST108,Customer_129,Consumer,North,Furniture,Tables,Study Table,350.82,2,0.26,-21.05
ORD0203,10/25/2024,10/26/2024,CUST189,Customer_133,Corporate,West,Furniture,Tables,Study Table,126.21,1,0.06,17.67
ORD0204,12/18/2024,12/25/2024,CUST193,Customer_125,Home Office,North,Furniture,Tables,Dining Table,184.24,1,0.11,16.58
ORD0205,4/16/2024,4/18/2024,CUST231,Customer_14,Corporate,South,Technology,Computers,Desktop,403.74,4,0.12,32.3
ORD0206,8/23/2024,8/24/2024,CUST244,Customer_33,Corporate,North,Office Supplies,Storage,Storage Box,502.58,4,0.13,35.18
ORD0207,1/16/2024,1/18/2024,CUST046,Customer_235,Corporate,East,Furniture,Bookcases,Wooden Bookcase,610.54,3,0.02,109.9
ORD0208,1/9/2024,1/13/2024,CUST150,Customer_234,Home Office,West,Furniture,Chairs,Gaming Chair,330.54,2,0.18,6.61
ORD0209,2/16/2024,2/21/2024,CUST127,Customer_78,Consumer,West,Office Supplies,Storage,File Cabinet,690.91,3,0.28,-55.27
ORD0210,11/26/2024,12/3/2024,CUST250,Customer_236,Corporate,South,Furniture,Tables,Study Table,508.81,2,0.19,5.09
ORD0211,12/28/2024,1/2/2025,CUST241,Customer_273,Home Office,West,Office Supplies,Paper,A4 Paper Pack,240.75,1,0.28,-19.26
ORD0212,8/3/2024,8/9/2024,CUST179,Customer_51,Home Office,West,Furniture,Chairs,Gaming Chair,686.86,5,0.09,75.55
ORD0213,2/25/2024,3/2/2024,CUST180,Customer_224,Home Office,West,Furniture,Chairs,Office Chair,190.45,3,0,38.09
ORD0214,11/25/2024,11/27/2024,CUST194,Customer_78,Home Office,North,Furniture,Chairs,Office Chair,147.11,1,0.2,0
ORD0215,11/20/2024,11/26/2024,CUST112,Customer_146,Consumer,South,Office Supplies,Storage,Storage Box,214.56,5,0.28,-17.16
ORD0216,11/23/2024,11/24/2024,CUST020,Customer_217,Consumer,North,Office Supplies,Storage,File Cabinet,809.86,2,0.25,-40.49
ORD0217,9/6/2024,9/13/2024,CUST035,Customer_285,Consumer,North,Furniture,Bookcases,Wooden Bookcase,766.28,4,0.03,130.27
ORD0218,7/25/2024,7/27/2024,CUST098,Customer_293,Home Office,North,Furniture,Bookcases,Wooden Bookcase,780.72,1,0.02,140.53
ORD0219,3/5/2024,3/10/2024,CUST049,Customer_281,Consumer,East,Furniture,Bookcases,Metal Bookcase,969.6,5,0.16,38.78
ORD0220,7/17/2024,7/23/2024,CUST199,Customer_67,Home Office,South,Furniture,Tables,Study Table,130.9,1,0.24,-5.24
ORD0221,3/15/2024,3/19/2024,CUST087,Customer_163,Corporate,North,Office Supplies,Binders,Ring Binder,738.47,4,0.18,14.77
ORD0222,2/18/2024,2/24/2024,CUST065,Customer_216,Home Office,South,Technology,Accessories,Mouse,243.74,3,0.04,39
ORD0223,3/12/2024,3/15/2024,CUST190,Customer_249,Corporate,South,Office Supplies,Paper,Notebook,162.7,2,0.16,6.51
ORD0224,1/12/2024,1/14/2024,CUST217,Customer_101,Consumer,South,Office Supplies,Storage,Storage Box,769.18,3,0.08,92.3
ORD0225,4/27/2024,5/4/2024,CUST280,Customer_30,Home Office,North,Technology,Computers,Desktop,86.73,5,0.08,10.41
ORD0226,11/7/2024,11/8/2024,CUST250,Customer_9,Consumer,South,Office Supplies,Binders,Ring Binder,173.63,4,0.23,-5.21
ORD0227,12/9/2024,12/13/2024,CUST181,Customer_284,Home Office,West,Technology,Accessories,Headphones,399.63,2,0.19,4
ORD0228,8/1/2024,8/8/2024,CUST240,Customer_204,Consumer,South,Office Supplies,Storage,File Cabinet,363.99,3,0.09,40.04
ORD0229,5/14/2024,5/15/2024,CUST120,Customer_141,Consumer,West,Furniture,Chairs,Office Chair,617.67,2,0.15,30.88
ORD0230,11/19/2024,11/21/2024,CUST044,Customer_7,Consumer,South,Office Supplies,Paper,Notebook,312.35,3,0.26,-18.74
ORD0231,2/9/2024,2/12/2024,CUST115,Customer_126,Consumer,South,Furniture,Chairs,Office Chair,964.71,5,0.11,86.82
ORD0232,2/12/2024,2/14/2024,CUST035,Customer_276,Consumer,North,Office Supplies,Binders,Clip Binder,982.51,2,0.02,176.85
ORD0233,10/31/2024,11/3/2024,CUST085,Customer_83,Consumer,North,Technology,Phones,Samsung Galaxy,62.69,4,0.13,4.39
ORD0234,12/2/2024,12/4/2024,CUST038,Customer_286,Home Office,East,Technology,Computers,Laptop,195.96,1,0.2,0
ORD0235,4/14/2024,4/17/2024,CUST106,Customer_268,Corporate,East,Furniture,Tables,Dining Table,257.19,5,0.17,7.72
ORD0236,3/27/2024,3/29/2024,CUST107,Customer_126,Home Office,East,Technology,Accessories,Mouse,280.79,1,0.04,44.93
ORD0237,6/25/2024,7/2/2024,CUST259,Customer_273,Consumer,South,Office Supplies,Paper,Notebook,995.21,1,0.26,-59.71
ORD0238,8/18/2024,8/21/2024,CUST112,Customer_99,Home Office,West,Furniture,Tables,Study Table,361.42,1,0.11,32.53
ORD0239,12/12/2024,12/17/2024,CUST005,Customer_212,Home Office,South,Furniture,Chairs,Office Chair,696.5,4,0.28,-55.72
ORD0240,9/4/2024,9/11/2024,CUST296,Customer_114,Home Office,East,Office Supplies,Storage,Storage Box,117.34,1,0.02,21.12
ORD0241,8/6/2024,8/8/2024,CUST186,Customer_52,Corporate,South,Technology,Phones,Samsung Galaxy,528.58,2,0.06,74
ORD0242,7/21/2024,7/22/2024,CUST242,Customer_205,Consumer,South,Furniture,Bookcases,Metal Bookcase,357.35,2,0.15,17.87
ORD0243,8/23/2024,8/28/2024,CUST148,Customer_58,Corporate,West,Office Supplies,Binders,Ring Binder,246.05,3,0.29,-22.14
ORD0244,9/26/2024,10/3/2024,CUST298,Customer_265,Consumer,South,Office Supplies,Storage,Storage Box,602.45,4,0.03,102.42
ORD0245,3/22/2024,3/24/2024,CUST028,Customer_251,Consumer,South,Technology,Accessories,Mouse,191.5,2,0.15,9.58
ORD0246,4/30/2024,5/6/2024,CUST225,Customer_44,Home Office,West,Technology,Computers,Desktop,660.67,3,0.12,52.85
ORD0247,3/30/2024,4/4/2024,CUST198,Customer_102,Consumer,North,Office Supplies,Storage,File Cabinet,785.01,5,0.28,-62.8
ORD0248,9/19/2024,9/24/2024,CUST239,Customer_124,Consumer,South,Technology,Accessories,Mouse,605.27,4,0.21,-6.05
ORD0249,7/25/2024,7/27/2024,CUST278,Customer_283,Corporate,North,Furniture,Chairs,Office Chair,946.94,4,0.22,-18.94
ORD0250,3/21/2024,3/28/2024,CUST293,Customer_160,Home Office,East,Furniture,Chairs,Gaming Chair,587.54,4,0.03,99.88
ORD0251,9/17/2024,9/20/2024,CUST076,Customer_224,Corporate,West,Technology,Computers,Desktop,828.14,5,0.1,82.81
ORD0252,10/2/2024,10/6/2024,CUST204,Customer_244,Home Office,South,Technology,Phones,Samsung Galaxy,802.55,4,0.11,72.23
ORD0253,5/8/2024,5/12/2024,CUST113,Customer_92,Consumer,East,Technology,Phones,Samsung Galaxy,201.47,3,0.11,18.13
ORD0254,9/6/2024,9/7/2024,CUST137,Customer_154,Consumer,South,Furniture,Tables,Dining Table,212.22,3,0.03,36.08
ORD0255,8/10/2024,8/14/2024,CUST211,Customer_12,Consumer,West,Technology,Phones,Samsung Galaxy,337.62,2,0.12,27.01
ORD0256,3/2/2024,3/5/2024,CUST091,Customer_46,Consumer,West,Technology,Accessories,Mouse,394.28,3,0.25,-19.71
ORD0257,8/4/2024,8/11/2024,CUST199,Customer_74,Home Office,South,Furniture,Tables,Study Table,70.91,5,0.2,0
ORD0258,8/31/2024,9/6/2024,CUST234,Customer_14,Home Office,North,Office Supplies,Storage,File Cabinet,946.68,3,0.24,-37.87
ORD0259,12/27/2024,1/2/2025,CUST230,Customer_220,Home Office,East,Office Supplies,Paper,A4 Paper Pack,832.5,2,0.06,116.55
ORD0260,3/11/2024,3/15/2024,CUST125,Customer_258,Corporate,West,Office Supplies,Binders,Clip Binder,511.82,4,0.02,92.13
ORD0261,7/23/2024,7/29/2024,CUST091,Customer_187,Consumer,South,Office Supplies,Storage,Storage Box,331.59,5,0.22,-6.63
ORD0262,11/21/2024,11/26/2024,CUST164,Customer_189,Corporate,South,Office Supplies,Binders,Clip Binder,162.3,4,0.28,-12.98
ORD0263,7/1/2024,7/7/2024,CUST220,Customer_117,Corporate,North,Technology,Accessories,Headphones,501.16,5,0,100.23
ORD0264,2/29/2024,3/2/2024,CUST265,Customer_18,Corporate,West,Technology,Accessories,Mouse,285.5,1,0.04,45.68
ORD0265,12/6/2024,12/12/2024,CUST181,Customer_127,Corporate,North,Furniture,Chairs,Gaming Chair,692.18,1,0.24,-27.69
ORD0266,9/8/2024,9/14/2024,CUST134,Customer_2,Home Office,West,Technology,Accessories,Mouse,783.42,5,0.12,62.67
ORD0267,4/22/2024,4/28/2024,CUST300,Customer_81,Corporate,North,Technology,Phones,Samsung Galaxy,230.19,3,0.3,-23.02
ORD0268,2/16/2024,2/17/2024,CUST028,Customer_60,Corporate,West,Furniture,Tables,Dining Table,562.39,1,0.19,5.62
ORD0269,5/19/2024,5/26/2024,CUST206,Customer_270,Consumer,East,Office Supplies,Binders,Clip Binder,651.62,2,0.19,6.52
ORD0270,12/5/2024,12/12/2024,CUST234,Customer_68,Home Office,South,Technology,Phones,Samsung Galaxy,947,4,0.18,18.94
ORD0271,3/2/2024,3/5/2024,CUST057,Customer_84,Home Office,North,Technology,Phones,iPhone,346.41,1,0.13,24.25
ORD0272,5/19/2024,5/26/2024,CUST209,Customer_246,Home Office,East,Technology,Phones,iPhone,845.47,5,0.2,0
ORD0273,2/18/2024,2/19/2024,CUST062,Customer_198,Home Office,East,Technology,Accessories,Headphones,125.01,2,0.04,20
ORD0274,9/5/2024,9/11/2024,CUST140,Customer_209,Home Office,East,Furniture,Bookcases,Metal Bookcase,133.66,3,0.15,6.68
ORD0275,3/15/2024,3/21/2024,CUST159,Customer_50,Corporate,East,Office Supplies,Binders,Ring Binder,704.44,1,0.02,126.8
ORD0276,4/26/2024,4/28/2024,CUST267,Customer_81,Consumer,North,Office Supplies,Storage,Storage Box,746.98,5,0.25,-37.35
ORD0277,12/23/2024,12/29/2024,CUST080,Customer_266,Corporate,West,Office Supplies,Paper,Notebook,431.49,4,0.04,69.04
ORD0278,6/16/2024,6/19/2024,CUST225,Customer_68,Consumer,West,Furniture,Bookcases,Wooden Bookcase,910.83,3,0.11,81.97
ORD0279,9/16/2024,9/23/2024,CUST153,Customer_193,Home Office,West,Furniture,Chairs,Office Chair,261.73,5,0.2,0
ORD0280,10/7/2024,10/14/2024,CUST009,Customer_198,Corporate,North,Technology,Computers,Desktop,76.71,1,0.21,-0.77
ORD0281,3/26/2024,3/30/2024,CUST246,Customer_198,Consumer,North,Office Supplies,Paper,Notebook,65.19,5,0.26,-3.91
ORD0282,10/22/2024,10/29/2024,CUST147,Customer_169,Corporate,North,Office Supplies,Storage,Storage Box,472.02,1,0.14,28.32
ORD0283,4/11/2024,4/12/2024,CUST242,Customer_113,Home Office,North,Technology,Phones,iPhone,887.4,4,0.17,26.62
ORD0284,10/26/2024,11/1/2024,CUST125,Customer_183,Corporate,North,Furniture,Tables,Dining Table,345.4,2,0.27,-24.18
ORD0285,10/30/2024,11/3/2024,CUST020,Customer_72,Home Office,North,Technology,Computers,Laptop,558.43,5,0.13,39.09
ORD0286,7/7/2024,7/10/2024,CUST119,Customer_200,Consumer,North,Office Supplies,Storage,File Cabinet,692.05,4,0.02,124.57
ORD0287,10/25/2024,10/31/2024,CUST266,Customer_108,Home Office,South,Office Supplies,Paper,Notebook,484.43,5,0.26,-29.07
ORD0288,10/10/2024,10/14/2024,CUST043,Customer_208,Consumer,West,Office Supplies,Storage,Storage Box,209.98,4,0.07,27.3
ORD0289,3/17/2024,3/23/2024,CUST025,Customer_101,Consumer,North,Technology,Computers,Desktop,922.78,1,0.14,55.37
ORD0290,8/22/2024,8/25/2024,CUST039,Customer_219,Home Office,South,Furniture,Bookcases,Wooden Bookcase,712.82,2,0.18,14.26
ORD0291,11/17/2024,11/19/2024,CUST246,Customer_9,Home Office,East,Office Supplies,Binders,Ring Binder,645.67,3,0.27,-45.2
ORD0292,4/25/2024,5/2/2024,CUST224,Customer_191,Home Office,South,Office Supplies,Storage,File Cabinet,512.04,1,0.12,40.96
ORD0293,5/4/2024,5/9/2024,CUST111,Customer_200,Home Office,East,Furniture,Tables,Study Table,706.15,2,0.25,-35.31
ORD0294,4/17/2024,4/24/2024,CUST002,Customer_177,Home Office,North,Technology,Accessories,Mouse,671.04,3,0.21,-6.71
ORD0295,10/11/2024,10/17/2024,CUST118,Customer_13,Home Office,West,Technology,Phones,iPhone,292.07,1,0.19,2.92
ORD0296,9/8/2024,9/12/2024,CUST087,Customer_296,Corporate,North,Office Supplies,Paper,A4 Paper Pack,269.21,5,0.1,26.92
ORD0297,6/5/2024,6/9/2024,CUST031,Customer_193,Consumer,West,Office Supplies,Paper,A4 Paper Pack,892.32,2,0.22,-17.85
ORD0298,7/13/2024,7/15/2024,CUST110,Customer_246,Home Office,West,Technology,Computers,Laptop,430.92,3,0.03,73.26
ORD0299,3/8/2024,3/11/2024,CUST057,Customer_42,Home Office,North,Furniture,Bookcases,Wooden Bookcase,947.58,5,0.1,94.76
ORD0300,11/14/2024,11/15/2024,CUST062,Customer_95,Home Office,South,Office Supplies,Paper,A4 Paper Pack,245.85,4,0.27,-17.21
ORD0301,10/26/2024,10/28/2024,CUST216,Customer_282,Consumer,East,Technology,Phones,Samsung Galaxy,51.97,2,0.17,1.56
ORD0302,3/20/2024,3/27/2024,CUST232,Customer_84,Home Office,North,Office Supplies,Paper,Notebook,708.74,5,0.27,-49.61
ORD0303,2/23/2024,2/24/2024,CUST172,Customer_249,Consumer,East,Furniture,Chairs,Gaming Chair,498.57,3,0.17,14.96
ORD0304,5/23/2024,5/28/2024,CUST020,Customer_137,Home Office,East,Technology,Accessories,Mouse,126.36,3,0.27,-8.85
ORD0305,10/13/2024,10/18/2024,CUST012,Customer_127,Corporate,West,Office Supplies,Paper,Notebook,755.85,1,0.18,15.12
ORD0306,1/9/2024,1/12/2024,CUST198,Customer_32,Consumer,East,Technology,Computers,Desktop,246.96,4,0.04,39.51
ORD0307,3/24/2024,3/28/2024,CUST081,Customer_163,Home Office,East,Technology,Computers,Laptop,565.48,3,0.14,33.93
ORD0308,1/19/2024,1/25/2024,CUST056,Customer_207,Corporate,North,Furniture,Bookcases,Wooden Bookcase,727.4,4,0.18,14.55
ORD0309,11/21/2024,11/24/2024,CUST293,Customer_168,Home Office,East,Furniture,Tables,Study Table,600.21,5,0.27,-42.01
ORD0310,4/28/2024,5/2/2024,CUST068,Customer_277,Consumer,East,Office Supplies,Binders,Clip Binder,715.41,4,0.15,35.77
ORD0311,7/26/2024,7/28/2024,CUST052,Customer_47,Home Office,East,Technology,Computers,Desktop,783.65,4,0.21,-7.84
ORD0312,4/14/2024,4/15/2024,CUST146,Customer_164,Home Office,East,Furniture,Tables,Dining Table,191.7,1,0.04,30.67
ORD0313,1/23/2024,1/25/2024,CUST240,Customer_127,Corporate,West,Technology,Computers,Laptop,306.06,1,0.12,24.48
ORD0314,4/13/2024,4/14/2024,CUST291,Customer_8,Corporate,North,Office Supplies,Binders,Clip Binder,577.14,3,0.13,40.4
ORD0315,11/11/2024,11/16/2024,CUST198,Customer_34,Corporate,West,Furniture,Bookcases,Metal Bookcase,624.69,2,0.24,-24.99
ORD0316,10/9/2024,10/13/2024,CUST226,Customer_73,Home Office,South,Furniture,Bookcases,Wooden Bookcase,33.45,4,0.15,1.67
ORD0317,10/15/2024,10/17/2024,CUST170,Customer_94,Corporate,South,Office Supplies,Paper,A4 Paper Pack,692.06,3,0.16,27.68
ORD0318,8/30/2024,9/6/2024,CUST208,Customer_150,Consumer,East,Technology,Accessories,Mouse,303.78,3,0.18,6.08
ORD0319,4/19/2024,4/20/2024,CUST255,Customer_55,Home Office,West,Technology,Accessories,Mouse,567.48,4,0,113.5
ORD0320,9/25/2024,10/1/2024,CUST240,Customer_1,Corporate,West,Furniture,Bookcases,Metal Bookcase,768.45,2,0.04,122.95
ORD0321,12/24/2024,12/30/2024,CUST231,Customer_17,Consumer,East,Office Supplies,Paper,Notebook,48.15,3,0.06,6.74
ORD0322,9/4/2024,9/7/2024,CUST285,Customer_69,Corporate,South,Technology,Computers,Desktop,879.83,1,0.21,-8.8
ORD0323,6/14/2024,6/17/2024,CUST016,Customer_235,Home Office,North,Technology,Computers,Laptop,385.97,3,0.22,-7.72
ORD0324,9/15/2024,9/20/2024,CUST279,Customer_3,Consumer,East,Furniture,Chairs,Office Chair,858.52,2,0.28,-68.68
ORD0325,9/3/2024,9/7/2024,CUST008,Customer_5,Consumer,North,Furniture,Tables,Dining Table,484.25,1,0.15,24.21
ORD0326,6/12/2024,6/13/2024,CUST112,Customer_215,Home Office,North,Furniture,Tables,Study Table,582.43,4,0.12,46.59
ORD0327,9/3/2024,9/6/2024,CUST157,Customer_194,Consumer,South,Office Supplies,Storage,Storage Box,764.6,4,0.03,129.98
ORD0328,9/27/2024,9/29/2024,CUST243,Customer_27,Consumer,South,Furniture,Bookcases,Wooden Bookcase,163.93,5,0.19,1.64
ORD0329,11/3/2024,11/4/2024,CUST293,Customer_276,Corporate,South,Office Supplies,Storage,Storage Box,752.39,1,0.26,-45.14
ORD0330,4/14/2024,4/20/2024,CUST108,Customer_262,Corporate,East,Furniture,Bookcases,Wooden Bookcase,862.33,2,0.26,-51.74
ORD0331,5/29/2024,6/4/2024,CUST213,Customer_204,Home Office,North,Office Supplies,Binders,Clip Binder,349.29,3,0.14,20.96
ORD0332,10/6/2024,10/12/2024,CUST260,Customer_118,Consumer,East,Furniture,Bookcases,Metal Bookcase,116.93,3,0.09,12.86
ORD0333,7/21/2024,7/28/2024,CUST282,Customer_258,Consumer,West,Office Supplies,Binders,Clip Binder,241.53,4,0.1,24.15
ORD0334,7/31/2024,8/7/2024,CUST089,Customer_150,Consumer,South,Technology,Computers,Laptop,919.48,1,0,183.9
ORD0335,12/22/2024,12/29/2024,CUST268,Customer_293,Corporate,West,Technology,Accessories,Headphones,822.69,5,0.26,-49.36
ORD0336,7/4/2024,7/5/2024,CUST121,Customer_275,Home Office,West,Technology,Phones,Samsung Galaxy,630.84,3,0.09,69.39
ORD0337,8/1/2024,8/4/2024,CUST146,Customer_223,Home Office,West,Furniture,Chairs,Office Chair,779.63,5,0.08,93.56
ORD0338,1/13/2024,1/17/2024,CUST050,Customer_200,Corporate,North,Office Supplies,Paper,Notebook,215.24,3,0.23,-6.46
ORD0339,11/26/2024,12/3/2024,CUST146,Customer_188,Consumer,East,Technology,Phones,Samsung Galaxy,88.19,5,0.17,2.65
ORD0340,11/16/2024,11/20/2024,CUST194,Customer_252,Corporate,West,Technology,Accessories,Mouse,370.86,1,0.15,18.54
ORD0341,9/4/2024,9/10/2024,CUST259,Customer_76,Home Office,South,Furniture,Bookcases,Wooden Bookcase,397.68,5,0.27,-27.84
ORD0342,12/22/2024,12/23/2024,CUST078,Customer_37,Consumer,South,Office Supplies,Paper,Notebook,792.5,5,0.2,0
ORD0343,7/24/2024,7/31/2024,CUST209,Customer_265,Home Office,East,Furniture,Bookcases,Metal Bookcase,844.68,2,0.11,76.02
ORD0344,7/26/2024,7/30/2024,CUST051,Customer_154,Corporate,North,Furniture,Chairs,Office Chair,638.54,4,0,127.71
ORD0345,7/18/2024,7/22/2024,CUST282,Customer_1,Home Office,West,Office Supplies,Storage,Storage Box,27.46,2,0.25,-1.37
ORD0346,5/7/2024,5/11/2024,CUST066,Customer_8,Consumer,East,Technology,Phones,Samsung Galaxy,258.43,4,0.17,7.75
ORD0347,10/6/2024,10/11/2024,CUST192,Customer_268,Corporate,North,Furniture,Chairs,Office Chair,261.76,1,0.19,2.62
ORD0348,7/1/2024,7/4/2024,CUST195,Customer_249,Home Office,East,Furniture,Bookcases,Metal Bookcase,301.85,3,0.14,18.11
ORD0349,5/14/2024,5/18/2024,CUST238,Customer_206,Consumer,West,Technology,Accessories,Headphones,420.86,1,0.29,-37.88
ORD0350,3/19/2024,3/25/2024,CUST228,Customer_16,Consumer,East,Furniture,Bookcases,Wooden Bookcase,821.6,3,0.08,98.59
ORD0351,2/7/2024,2/12/2024,CUST160,Customer_25,Corporate,South,Technology,Accessories,Mouse,266.48,1,0.2,0
ORD0352,4/25/2024,4/27/2024,CUST272,Customer_201,Corporate,North,Furniture,Bookcases,Metal Bookcase,398.05,4,0.02,71.65
ORD0353,7/5/2024,7/9/2024,CUST216,Customer_16,Corporate,North,Technology,Phones,Samsung Galaxy,980.44,1,0.19,9.8
ORD0354,8/31/2024,9/1/2024,CUST073,Customer_190,Corporate,West,Office Supplies,Binders,Clip Binder,244.01,1,0.17,7.32
ORD0355,5/22/2024,5/24/2024,CUST185,Customer_135,Corporate,West,Furniture,Chairs,Office Chair,651.4,5,0.27,-45.6
ORD0356,3/2/2024,3/6/2024,CUST267,Customer_153,Consumer,South,Office Supplies,Paper,A4 Paper Pack,491.91,5,0.25,-24.6
ORD0357,5/11/2024,5/16/2024,CUST031,Customer_116,Corporate,West,Furniture,Chairs,Gaming Chair,749.63,4,0.19,7.5
ORD0358,11/12/2024,11/17/2024,CUST203,Customer_210,Consumer,North,Technology,Computers,Desktop,135.9,2,0.19,1.36
ORD0359,12/7/2024,12/8/2024,CUST284,Customer_254,Home Office,South,Technology,Phones,iPhone,123.34,5,0.06,17.27
ORD0360,11/18/2024,11/24/2024,CUST134,Customer_165,Consumer,North,Furniture,Bookcases,Metal Bookcase,409.97,4,0.22,-8.2
ORD0361,2/20/2024,2/24/2024,CUST090,Customer_299,Home Office,South,Furniture,Bookcases,Wooden Bookcase,262.9,5,0.28,-21.03
ORD0362,12/19/2024,12/20/2024,CUST247,Customer_274,Home Office,South,Technology,Accessories,Mouse,722.66,3,0.3,-72.27
ORD0363,3/17/2024,3/22/2024,CUST252,Customer_125,Home Office,North,Technology,Accessories,Mouse,779.5,5,0.13,54.57
ORD0364,2/24/2024,2/27/2024,CUST125,Customer_297,Corporate,East,Technology,Phones,iPhone,602.97,1,0.12,48.24
ORD0365,1/31/2024,2/3/2024,CUST294,Customer_93,Home Office,North,Office Supplies,Storage,File Cabinet,521.07,1,0.12,41.69
ORD0366,6/13/2024,6/14/2024,CUST264,Customer_149,Home Office,West,Furniture,Chairs,Office Chair,331.53,5,0,66.31
ORD0367,7/11/2024,7/12/2024,CUST066,Customer_168,Consumer,East,Technology,Computers,Laptop,75.76,5,0.23,-2.27
ORD0368,4/16/2024,4/22/2024,CUST191,Customer_273,Consumer,South,Furniture,Bookcases,Wooden Bookcase,676.12,1,0.08,81.13
ORD0369,7/27/2024,8/2/2024,CUST084,Customer_197,Home Office,South,Furniture,Chairs,Office Chair,456.45,5,0.3,-45.64
ORD0370,12/1/2024,12/2/2024,CUST114,Customer_11,Home Office,East,Technology,Computers,Desktop,385.38,2,0.2,0
ORD0371,5/11/2024,5/14/2024,CUST108,Customer_229,Corporate,East,Office Supplies,Binders,Clip Binder,652.21,2,0.12,52.18
ORD0372,4/16/2024,4/21/2024,CUST154,Customer_21,Consumer,North,Furniture,Bookcases,Metal Bookcase,424.91,3,0.24,-17
ORD0373,5/17/2024,5/19/2024,CUST250,Customer_174,Home Office,North,Office Supplies,Paper,Notebook,993.19,4,0.15,49.66
ORD0374,1/27/2024,2/1/2024,CUST101,Customer_176,Home Office,West,Furniture,Tables,Study Table,796.01,1,0.01,151.24
ORD0375,6/29/2024,7/1/2024,CUST178,Customer_212,Corporate,West,Furniture,Chairs,Gaming Chair,382.25,5,0.01,72.63
ORD0376,8/6/2024,8/9/2024,CUST163,Customer_56,Consumer,East,Furniture,Chairs,Gaming Chair,39.46,2,0.01,7.5
ORD0377,2/3/2024,2/6/2024,CUST106,Customer_101,Corporate,North,Technology,Accessories,Mouse,373.75,4,0.1,37.38
ORD0378,2/20/2024,2/26/2024,CUST213,Customer_176,Home Office,East,Furniture,Bookcases,Metal Bookcase,71.35,5,0.28,-5.71
ORD0379,5/6/2024,5/10/2024,CUST157,Customer_223,Home Office,North,Office Supplies,Binders,Ring Binder,479.23,5,0.27,-33.55
ORD0380,10/12/2024,10/19/2024,CUST122,Customer_158,Corporate,North,Technology,Accessories,Headphones,223.36,3,0.09,24.57
ORD0381,12/28/2024,12/29/2024,CUST214,Customer_233,Corporate,South,Office Supplies,Binders,Clip Binder,782.4,4,0.26,-46.94
ORD0382,6/27/2024,7/2/2024,CUST019,Customer_263,Consumer,South,Furniture,Chairs,Office Chair,303.99,1,0.06,42.56
ORD0383,5/13/2024,5/19/2024,CUST139,Customer_222,Corporate,North,Technology,Accessories,Headphones,989.48,4,0.23,-29.68
ORD0384,3/29/2024,4/3/2024,CUST238,Customer_224,Consumer,North,Technology,Computers,Laptop,147.95,5,0.01,28.11
ORD0385,5/14/2024,5/18/2024,CUST033,Customer_218,Home Office,East,Office Supplies,Paper,Notebook,238.27,2,0.05,35.74
ORD0386,6/21/2024,6/26/2024,CUST224,Customer_271,Corporate,North,Office Supplies,Binders,Ring Binder,237.67,3,0,47.53
ORD0387,10/27/2024,10/28/2024,CUST012,Customer_233,Home Office,South,Furniture,Chairs,Gaming Chair,54.25,4,0.25,-2.71
ORD0388,10/10/2024,10/16/2024,CUST140,Customer_152,Home Office,North,Furniture,Chairs,Office Chair,452.23,5,0.21,-4.52
ORD0389,7/18/2024,7/20/2024,CUST272,Customer_163,Corporate,South,Technology,Phones,Samsung Galaxy,246.93,3,0.05,37.04
ORD0390,5/9/2024,5/13/2024,CUST082,Customer_65,Consumer,East,Office Supplies,Storage,Storage Box,25.23,4,0.12,2.02
ORD0391,5/30/2024,5/31/2024,CUST195,Customer_259,Consumer,North,Furniture,Bookcases,Wooden Bookcase,429.07,1,0.01,81.52
ORD0392,2/16/2024,2/21/2024,CUST166,Customer_116,Home Office,North,Furniture,Chairs,Office Chair,666.32,5,0.29,-59.97
ORD0393,9/17/2024,9/22/2024,CUST278,Customer_95,Home Office,North,Office Supplies,Paper,Notebook,377.75,4,0.28,-30.22
ORD0394,8/10/2024,8/13/2024,CUST194,Customer_71,Corporate,South,Office Supplies,Paper,Notebook,972.03,1,0.13,68.04
ORD0395,6/16/2024,6/23/2024,CUST145,Customer_244,Home Office,North,Furniture,Tables,Dining Table,854.47,1,0.27,-59.81
ORD0396,9/15/2024,9/20/2024,CUST233,Customer_283,Consumer,East,Furniture,Chairs,Office Chair,302.01,2,0.19,3.02
ORD0397,9/27/2024,10/2/2024,CUST066,Customer_210,Corporate,West,Office Supplies,Storage,File Cabinet,513.36,1,0.15,25.67
ORD0398,4/19/2024,4/26/2024,CUST272,Customer_181,Consumer,West,Office Supplies,Storage,Storage Box,171.73,3,0.02,30.91
ORD0399,1/24/2024,1/26/2024,CUST232,Customer_197,Consumer,East,Office Supplies,Binders,Clip Binder,98.1,2,0.07,12.75
ORD0400,10/10/2024,10/11/2024,CUST182,Customer_31,Home Office,South,Technology,Phones,Samsung Galaxy,221.27,3,0.23,-6.64
ORD0401,4/13/2024,4/18/2024,CUST195,Customer_195,Corporate,East,Office Supplies,Storage,File Cabinet,310.54,2,0.26,-18.63
ORD0402,2/10/2024,2/12/2024,CUST286,Customer_214,Corporate,East,Furniture,Chairs,Office Chair,130.51,4,0.19,1.31
