FlightKey,FlightID,DateKey,RouteKey,AircraftKey,DelayCodeKey,ScheduledDepartureDateTime,ActualDepartureDateTime,ScheduledArrivalDateTime,ActualArrivalDateTime,ScheduledBlockMinutes,ActualBlockMinutes,DepartureDelayMinutes,ArrivalDelayMinutes,ReactionaryDelayMinutes,ScheduledTurnaroundMinutes,ActualTurnaroundMinutes,SeatsAvailable,PassengersBoarded,CargoKG,FuelBurnPlannedKG,FuelBurnActualKG,FlightStatus,IsCancelled
101196,FA101196,20250210,10,17,1,2025-02-10 19:30:00,2025-02-10 19:39:00,2025-02-11 08:06:00,2025-02-11 08:24:00,756,765,9,18,0,90,90,296,197,1844,70560.0,70108.9,Completed,False
101197,FA101197,20250210,11,16,1,2025-02-10 21:15:00,2025-02-10 21:15:00,2025-02-11 03:28:00,2025-02-11 03:33:00,373,378,0,5,0,90,90,296,196,1650,34813.3,36335.3,Completed,False
101198,FA101198,20250210,12,5,5,2025-02-10 13:15:00,2025-02-10 13:35:00,2025-02-10 16:00:00,2025-02-10 16:29:00,165,174,20,29,0,45,45,180,124,800,6600.0,6745.9,Completed,False
101199,FA101199,20250210,12,1,1,2025-02-10 12:15:00,2025-02-10 12:15:00,2025-02-10 15:00:00,2025-02-10 15:04:00,165,169,0,4,0,45,45,180,112,818,6600.0,6351.2,Completed,False
101200,FA101200,20250210,13,14,1,2025-02-10 09:15:00,2025-02-10 09:15:00,2025-02-10 16:09:00,2025-02-10 16:05:00,414,410,0,0,0,90,90,296,190,1354,38640.0,40771.1,Completed,False
101201,FA101201,20250210,14,18,1,2025-02-10 12:15:00,2025-02-10 12:19:00,2025-02-10 19:18:00,2025-02-10 19:28:00,423,429,4,10,0,90,90,296,206,1705,39480.0,41950.6,Completed,False
101202,FA101202,20250210,15,16,1,2025-02-10 08:45:00,2025-02-10 08:46:00,2025-02-10 12:29:00,2025-02-10 12:28:00,224,222,1,0,0,90,90,296,205,1713,20906.7,20576.8,Completed,False
101203,FA101203,20250210,16,17,1,2025-02-10 22:30:00,2025-02-10 22:32:00,2025-02-11 04:43:00,2025-02-11 04:53:00,373,381,2,10,0,90,90,296,216,1667,34813.3,37352.2,Completed,False
101204,FA101204,20250210,17,16,9,2025-02-10 12:45:00,2025-02-10 13:51:00,2025-02-10 18:21:00,2025-02-10 19:29:00,336,338,66,68,66,90,17,296,210,2001,31360.0,29797.3,Completed,False
101205,FA101205,20250210,18,2,1,2025-02-10 08:15:00,2025-02-10 08:15:00,2025-02-10 10:58:00,2025-02-10 11:04:00,163,169,0,6,0,45,45,180,111,0,6520.0,6890.5,Completed,False
101206,FA101206,20250210,18,5,1,2025-02-10 12:45:00,2025-02-10 12:46:00,2025-02-10 15:28:00,2025-02-10 15:28:00,163,162,1,0,0,45,45,180,125,841,6520.0,6448.6,Completed,False
101207,FA101207,20250210,19,12,1,2025-02-10 17:00:00,2025-02-10 17:00:00,2025-02-10 19:00:00,2025-02-10 19:08:00,120,128,0,8,0,45,45,189,127,947,5200.0,5420.1,Completed,False
101208,FA101208,20250210,20,18,1,2025-02-10 09:15:00,2025-02-10 09:15:00,2025-02-10 15:04:00,2025-02-10 15:11:00,349,356,0,7,0,90,90,296,205,2191,32573.3,32933.7,Completed,False
101209,FA101209,20250210,21,10,1,2025-02-10 22:30:00,2025-02-10 22:30:00,2025-02-11 01:25:00,2025-02-11 01:20:00,175,170,0,0,0,45,45,189,118,842,7583.3,7659.9,Completed,False
101210,FA101210,20250210,22,7,1,2025-02-10 13:45:00,2025-02-10 13:49:00,2025-02-10 15:55:00,2025-02-10 15:55:00,130,126,4,0,0,45,45,189,133,906,5633.3,5417.5,Completed,False
101211,FA101211,20250210,22,10,1,2025-02-10 13:00:00,2025-02-10 13:00:00,2025-02-10 15:10:00,2025-02-10 15:19:00,130,139,0,9,0,45,45,189,114,498,5633.3,5815.5,Completed,False
101212,FA101212,20250210,23,15,1,2025-02-10 11:00:00,2025-02-10 11:03:00,2025-02-10 14:18:00,2025-02-10 14:21:00,198,198,3,3,0,90,90,296,178,2155,18480.0,17926.3,Completed,False
101213,FA101213,20250210,24,12,1,2025-02-10 06:15:00,2025-02-10 06:15:00,2025-02-10 09:40:00,2025-02-10 09:46:00,205,211,0,6,0,45,45,189,123,1067,8883.3,8659.1,Completed,False
101214,FA101214,20250210,24,10,1,2025-02-10 14:15:00,2025-02-10 14:17:00,2025-02-10 17:40:00,2025-02-10 17:50:00,205,213,2,10,0,45,45,189,147,538,8883.3,8938.9,Completed,False
101215,FA101215,20250210,25,13,1,2025-02-10 16:30:00,2025-02-10 16:34:00,2025-02-10 22:37:00,2025-02-10 22:41:00,367,367,4,4,0,90,90,296,224,2133,34253.3,34510.4,Completed,False
101216,FA101216,20250211,1,13,1,2025-02-11 12:00:00,2025-02-11 12:00:00,2025-02-11 18:44:00,2025-02-11 18:42:00,404,402,0,0,0,90,90,296,221,2039,37706.7,39108.2,Completed,False
101217,FA101217,20250211,2,13,1,2025-02-11 05:45:00,2025-02-11 05:49:00,2025-02-11 19:07:00,2025-02-11 19:10:00,802,801,4,3,0,90,90,296,216,1553,74853.3,73134.8,Completed,False
101218,FA101218,20250211,3,1,1,2025-02-11 21:45:00,2025-02-11 21:47:00,2025-02-12 00:31:00,2025-02-12 00:30:00,166,163,2,0,0,45,45,180,130,1187,6640.0,6565.7,Completed,False
101219,FA101219,20250211,3,3,1,2025-02-11 05:15:00,2025-02-11 05:18:00,2025-02-11 08:01:00,2025-02-11 08:07:00,166,169,3,6,0,45,45,180,112,744,6640.0,6023.2,Completed,False
101220,FA101220,20250211,4,12,1,2025-02-11 12:45:00,2025-02-11 12:45:00,2025-02-11 15:46:00,2025-02-11 15:48:00,181,183,0,2,0,45,45,189,137,329,7843.3,7727.2,Completed,False
101221,FA101221,20250211,5,9,3,2025-02-11 16:45:00,2025-02-11 17:39:00,2025-02-11 20:17:00,2025-02-11 21:10:00,212,211,54,53,0,45,45,189,125,1111,9186.7,9133.7,Completed,False
101222,FA101222,20250211,5,7,1,2025-02-11 20:45:00,2025-02-11 20:54:00,2025-02-12 00:17:00,2025-02-12 00:33:00,212,219,9,16,0,45,45,189,116,473,9186.7,10372.8,Completed,False
101223,FA101223,20250211,6,14,1,2025-02-11 06:30:00,2025-02-11 06:30:00,2025-02-11 12:27:00,2025-02-11 12:35:00,357,365,0,8,0,90,90,296,207,1602,33320.0,32857.4,Completed,False
101224,FA101224,20250211,7,16,1,2025-02-11 12:00:00,2025-02-11 12:07:00,2025-02-11 21:01:00,2025-02-11 21:17:00,541,550,7,16,0,90,90,296,197,1545,50493.3,51689.8,Completed,False
101225,FA101225,20250211,8,9,1,2025-02-11 17:00:00,2025-02-11 17:02:00,2025-02-11 20:17:00,2025-02-11 20:19:00,197,197,2,2,0,45,45,189,119,776,8536.7,9020.2,Completed,False
101226,FA101226,20250211,9,14,1,2025-02-11 12:30:00,2025-02-11 12:30:00,2025-02-11 19:00:00,2025-02-11 18:57:00,390,387,0,0,0,90,90,296,225,1688,36400.0,36157.3,Completed,False
101227,FA101227,20250211,10,13,2,2025-02-11 19:00:00,2025-02-11 19:14:00,2025-02-12 07:36:00,2025-02-12 07:45:00,756,751,14,9,0,90,90,296,198,1887,70560.0,76677.7,Completed,False
101228,FA101228,20250211,11,13,2,2025-02-11 19:00:00,2025-02-11 19:08:00,2025-02-12 01:13:00,2025-02-12 01:23:00,373,375,8,10,0,90,90,296,202,1824,34813.3,35591.7,Completed,False
101229,FA101229,20250211,12,3,1,2025-02-11 10:30:00,2025-02-11 10:32:00,2025-02-11 13:15:00,2025-02-11 13:21:00,165,169,2,6,0,45,45,180,133,759,6600.0,6604.9,Completed,False
101230,FA101230,20250211,13,18,1,2025-02-11 14:15:00,2025-02-11 14:15:00,2025-02-11 21:09:00,2025-02-11 21:09:00,414,414,0,0,0,90,90,296,224,1788,38640.0,41875.7,Completed,False
101231,FA101231,20250211,14,15,1,2025-02-11 19:00:00,2025-02-11 19:07:00,2025-02-12 02:03:00,2025-02-12 02:04:00,423,417,7,1,0,90,90,296,230,1843,39480.0,37097.5,Completed,False
101232,FA101232,20250211,15,18,1,2025-02-11 18:15:00,2025-02-11 18:15:00,2025-02-11 21:59:00,2025-02-11 22:05:00,224,230,0,6,0,90,90,296,226,1606,20906.7,20497.5,Completed,False
101233,FA101233,20250211,16,14,1,2025-02-11 14:00:00,2025-02-11 14:01:00,2025-02-11 20:13:00,2025-02-11 20:13:00,373,372,1,0,0,90,90,296,186,1880,34813.3,29938.6,Completed,False
101234,FA101234,20250211,17,14,3,2025-02-11 16:30:00,2025-02-11 16:59:00,2025-02-11 22:06:00,2025-02-11 22:44:00,336,345,29,38,0,90,90,296,216,1650,31360.0,29106.1,Completed,False
101235,FA101235,20250211,18,5,1,2025-02-11 20:45:00,2025-02-11 20:55:00,2025-02-11 23:28:00,2025-02-11 23:44:00,163,169,10,16,0,45,45,180,123,1113,6520.0,7291.9,Completed,False
101236,FA101236,20250211,19,7,1,2025-02-11 10:15:00,2025-02-11 10:24:00,2025-02-11 12:15:00,2025-02-11 12:27:00,120,123,9,12,0,45,45,189,109,594,5200.0,5341.2,Completed,False
101237,FA101237,20250211,20,16,1,2025-02-11 17:30:00,2025-02-11 17:35:00,2025-02-11 23:19:00,2025-02-11 23:30:00,349,355,5,11,0,90,90,296,242,1790,32573.3,33736.2,Completed,False
101238,FA101238,20250211,21,10,3,2025-02-11 08:45:00,2025-02-11 09:12:00,2025-02-11 11:40:00,2025-02-11 12:04:00,175,172,27,24,0,45,45,189,116,455,7583.3,7380.0,Completed,False
101239,FA101239,20250211,22,11,1,2025-02-11 05:45:00,2025-02-11 05:49:00,2025-02-11 07:55:00,2025-02-11 08:01:00,130,132,4,6,0,45,45,189,120,324,5633.3,5301.2,Completed,False
101240,FA101240,20250211,23,14,1,2025-02-11 20:45:00,2025-02-11 20:45:00,2025-02-12 00:03:00,2025-02-12 00:06:00,198,201,0,3,0,90,90,296,195,2310,18480.0,19346.2,Completed,False
101241,FA101241,20250211,24,9,1,2025-02-11 12:00:00,2025-02-11 12:00:00,2025-02-11 15:25:00,2025-02-11 15:29:00,205,209,0,4,0,45,45,189,113,800,8883.3,9345.5,Completed,False
101242,FA101242,20250211,25,13,6,2025-02-11 07:15:00,2025-02-11 07:51:00,2025-02-11 13:22:00,2025-02-11 14:07:00,367,376,36,45,0,90,90,296,214,1776,34253.3,36090.6,Completed,False
101243,FA101243,20250212,1,14,3,2025-02-12 05:15:00,2025-02-12 05:28:00,2025-02-12 11:59:00,2025-02-12 12:09:00,404,401,13,10,0,90,90,296,227,1591,37706.7,36810.4,Completed,False
101244,FA101244,20250212,3,1,1,2025-02-12 11:30:00,2025-02-12 11:31:00,2025-02-12 14:16:00,2025-02-12 14:14:00,166,163,1,0,0,45,45,180,121,0,6640.0,6779.1,Completed,False
101245,FA101245,20250212,3,5,1,2025-02-12 17:15:00,2025-02-12 17:16:00,2025-02-12 20:01:00,2025-02-12 20:09:00,166,173,1,8,0,45,45,180,122,1053,6640.0,6940.1,Completed,False
101246,FA101246,20250212,4,8,3,2025-02-12 19:45:00,2025-02-12 19:58:00,2025-02-12 22:46:00,2025-02-12 23:06:00,181,188,13,20,0,45,45,189,111,565,7843.3,8347.5,Completed,False
101247,FA101247,20250212,5,8,1,2025-02-12 21:45:00,2025-02-12 21:46:00,2025-02-13 01:17:00,2025-02-13 01:23:00,212,217,1,6,0,45,45,189,111,366,9186.7,9474.9,Completed,False
101248,FA101248,20250212,6,18,1,2025-02-12 13:30:00,2025-02-12 13:31:00,2025-02-12 19:27:00,2025-02-12 19:37:00,357,366,1,10,0,90,90,296,208,1542,33320.0,34291.2,Completed,False
101249,FA101249,20250212,7,15,1,2025-02-12 19:45:00,2025-02-12 19:45:00,2025-02-13 04:46:00,2025-02-13 04:49:00,541,544,0,3,0,90,90,296,209,1893,50493.3,53846.0,Completed,False
101250,FA101250,20250212,8,9,1,2025-02-12 06:30:00,2025-02-12 06:31:00,2025-02-12 09:47:00,2025-02-12 09:42:00,197,191,1,0,0,45,45,189,114,1255,8536.7,8008.7,Completed,False
101251,FA101251,20250212,9,18,1,2025-02-12 16:45:00,2025-02-12 16:45:00,2025-02-12 23:15:00,2025-02-12 23:20:00,390,395,0,5,0,90,90,296,226,1886,36400.0,34716.8,Completed,False
101252,FA101252,20250212,10,18,2,2025-02-12 20:00:00,2025-02-12 20:21:00,2025-02-13 08:36:00,2025-02-13 09:02:00,756,761,21,26,0,90,90,296,172,1678,70560.0,70839.5,Completed,False
101253,FA101253,20250212,11,16,4,2025-02-12 09:30:00,2025-02-12 09:50:00,2025-02-12 15:43:00,2025-02-12 16:03:00,373,373,20,20,0,90,90,296,220,2011,34813.3,35590.0,Completed,False
101254,FA101254,20250212,12,5,1,2025-02-12 17:30:00,2025-02-12 17:31:00,2025-02-12 20:15:00,2025-02-12 20:12:00,165,161,1,0,0,45,45,180,111,726,6600.0,6520.3,Completed,False
101255,FA101255,20250212,12,2,1,2025-02-12 17:15:00,2025-02-12 17:15:00,2025-02-12 20:00:00,2025-02-12 20:08:00,165,173,0,8,0,45,45,180,127,472,6600.0,6547.1,Completed,False
101256,FA101256,20250212,13,14,8,2025-02-12 14:45:00,2025-02-12 15:14:00,2025-02-12 21:39:00,2025-02-12 22:17:00,414,423,29,38,0,90,156,296,207,1782,38640.0,38915.8,Completed,False
101257,FA101257,20250212,14,15,1,2025-02-12 16:45:00,2025-02-12 16:45:00,2025-02-12 23:48:00,2025-02-12 23:54:00,423,429,0,6,0,90,90,296,207,1515,39480.0,39036.1,Completed,False
101258,FA101258,20250212,15,17,4,2025-02-12 06:30:00,2025-02-12 06:43:00,2025-02-12 10:14:00,2025-02-12 10:34:00,224,231,13,20,0,90,90,296,189,2067,20906.7,22147.2,Completed,False
101259,FA101259,20250212,16,18,1,2025-02-12 13:30:00,2025-02-12 13:30:00,2025-02-12 19:43:00,2025-02-12 19:38:00,373,368,0,0,0,90,90,296,187,1656,34813.3,36506.5,Completed,False
101260,FA101260,20250212,17,18,7,2025-02-12 07:15:00,2025-02-12 07:44:00,2025-02-12 12:51:00,2025-02-12 13:16:00,336,332,29,25,0,90,90,296,209,1787,31360.0,31420.1,Completed,False
101261,FA101261,20250212,18,2,1,2025-02-12 07:30:00,2025-02-12 07:31:00,2025-02-12 10:13:00,2025-02-12 10:11:00,163,160,1,0,0,45,45,180,119,573,6520.0,6501.0,Completed,False
101262,FA101262,20250212,19,9,1,2025-02-12 20:30:00,2025-02-12 20:30:00,2025-02-12 22:30:00,2025-02-12 22:39:00,120,129,0,9,0,45,45,189,128,388,5200.0,5166.7,Completed,False
101263,FA101263,20250212,20,15,1,2025-02-12 22:15:00,2025-02-12 22:28:00,2025-02-13 04:04:00,2025-02-13 04:22:00,349,354,13,18,0,90,90,296,199,1628,32573.3,35786.3,Completed,False
101264,FA101264,20250212,21,7,1,2025-02-12 06:30:00,2025-02-12 06:30:00,2025-02-12 09:25:00,2025-02-12 09:28:00,175,178,0,3,0,45,45,189,112,632,7583.3,8419.7,Completed,False
101265,FA101265,20250212,21,11,1,2025-02-12 12:15:00,2025-02-12 12:17:00,2025-02-12 15:10:00,2025-02-12 15:06:00,175,169,2,0,0,45,45,189,130,940,7583.3,8525.6,Completed,False
101266,FA101266,20250212,22,11,1,2025-02-12 22:15:00,2025-02-12 22:15:00,2025-02-13 00:25:00,2025-02-13 00:23:00,130,128,0,0,0,45,45,189,131,328,5633.3,5927.1,Completed,False
101267,FA101267,20250212,22,11,3,2025-02-12 06:30:00,2025-02-12 06:57:00,2025-02-12 08:40:00,2025-02-12 09:09:00,130,132,27,29,0,45,45,189,129,596,5633.3,5725.4,Completed,False
101268,FA101268,20250212,23,18,1,2025-02-12 07:15:00,2025-02-12 07:19:00,2025-02-12 10:33:00,2025-02-12 10:46:00,198,207,4,13,0,90,90,296,204,1739,18480.0,17417.2,Completed,False
101269,FA101269,20250212,24,10,1,2025-02-12 20:00:00,2025-02-12 20:01:00,2025-02-12 23:25:00,2025-02-12 23:21:00,205,200,1,0,0,45,45,189,139,1052,8883.3,8409.8,Completed,False
101270,FA101270,20250212,25,18,1,2025-02-12 20:15:00,2025-02-12 20:18:00,2025-02-13 02:22:00,2025-02-13 02:31:00,367,373,3,9,0,90,90,296,216,2142,34253.3,34010.6,Completed,False
101271,FA101271,20250213,1,14,2,2025-02-13 14:15:00,2025-02-13 14:38:00,2025-02-13 20:59:00,2025-02-13 21:27:00,404,409,23,28,0,90,90,296,214,1765,37706.7,35213.7,Completed,False
101272,FA101272,20250213,2,18,2,2025-02-13 15:00:00,2025-02-13 15:16:00,2025-02-14 04:22:00,2025-02-14 04:37:00,802,801,16,15,0,90,90,296,174,1842,74853.3,75715.3,Completed,False
101273,FA101273,20250213,3,3,1,2025-02-13 17:30:00,2025-02-13 17:36:00,2025-02-13 20:16:00,2025-02-13 20:27:00,166,171,6,11,0,45,45,180,121,745,6640.0,6413.6,Completed,False
101274,FA101274,20250213,3,6,1,2025-02-13 12:15:00,2025-02-13 12:15:00,2025-02-13 15:01:00,2025-02-13 14:58:00,166,163,0,0,0,45,45,180,115,0,6640.0,6041.7,Completed,False
101275,FA101275,20250213,4,7,1,2025-02-13 20:45:00,2025-02-13 20:45:00,2025-02-13 23:46:00,2025-02-13 23:55:00,181,190,0,9,0,45,45,189,130,1134,7843.3,8663.2,Completed,False
101276,FA101276,20250213,4,8,1,2025-02-13 06:30:00,2025-02-13 06:33:00,2025-02-13 09:31:00,2025-02-13 09:34:00,181,181,3,3,0,45,45,189,117,575,7843.3,8151.5,Completed,False
101277,FA101277,20250213,5,9,5,2025-02-13 19:45:00,2025-02-13 20:17:00,2025-02-13 23:17:00,2025-02-13 23:48:00,212,211,32,31,0,45,45,189,122,660,9186.7,9142.1,Completed,False
101278,FA101278,20250213,6,15,1,2025-02-13 09:15:00,2025-02-13 09:18:00,2025-02-13 15:12:00,2025-02-13 15:12:00,357,354,3,0,0,90,90,296,229,2251,33320.0,31238.8,Completed,False
101279,FA101279,20250213,7,13,8,2025-02-13 15:15:00,2025-02-13 15:37:00,2025-02-14 00:16:00,2025-02-14 00:32:00,541,535,22,16,0,90,90,296,212,2021,50493.3,54361.1,Completed,False
101280,FA101280,20250213,9,16,1,2025-02-13 16:15:00,2025-02-13 16:18:00,2025-02-13 22:45:00,2025-02-13 22:44:00,390,386,3,0,0,90,90,296,195,1682,36400.0,38966.3,Completed,False
101281,FA101281,20250213,10,17,1,2025-02-13 13:15:00,2025-02-13 13:24:00,2025-02-14 01:51:00,2025-02-14 02:05:00,756,761,9,14,0,90,90,296,206,1683,70560.0,65257.5,Completed,False
101282,FA101282,20250213,11,16,1,2025-02-13 19:15:00,2025-02-13 19:19:00,2025-02-14 01:28:00,2025-02-14 01:39:00,373,380,4,11,0,90,90,296,196,1773,34813.3,30491.3,Completed,False
101283,FA101283,20250213,12,4,1,2025-02-13 20:45:00,2025-02-13 20:47:00,2025-02-13 23:30:00,2025-02-13 23:33:00,165,166,2,3,0,45,45,180,122,307,6600.0,6027.7,Completed,False
101284,FA101284,20250213,12,6,5,2025-02-13 13:45:00,2025-02-13 14:23:00,2025-02-13 16:30:00,2025-02-13 17:11:00,165,168,38,41,0,45,45,180,117,459,6600.0,6756.8,Completed,False
101285,FA101285,20250213,13,18,1,2025-02-13 19:00:00,2025-02-13 19:05:00,2025-02-14 01:54:00,2025-02-14 02:03:00,414,418,5,9,0,90,90,296,204,1683,38640.0,38599.3,Completed,False
101286,FA101286,20250213,14,15,1,2025-02-13 13:30:00,2025-02-13 13:32:00,2025-02-13 20:33:00,2025-02-13 20:35:00,423,423,2,2,0,90,90,296,218,1200,39480.0,42082.7,Completed,False
101287,FA101287,20250213,15,14,1,2025-02-13 10:15:00,2025-02-13 10:17:00,2025-02-13 13:59:00,2025-02-13 14:00:00,224,223,2,1,0,90,90,296,198,1840,20906.7,20336.4,Completed,False
101288,FA101288,20250213,15,18,1,2025-02-13 12:30:00,2025-02-13 12:36:00,2025-02-13 16:14:00,2025-02-13 16:15:00,224,219,6,1,0,90,90,296,217,2080,20906.7,21906.4,Completed,False
101289,FA101289,20250213,16,14,1,2025-02-13 19:00:00,2025-02-13 19:03:00,2025-02-14 01:13:00,2025-02-14 01:13:00,373,370,3,0,0,90,90,296,207,1509,34813.3,36901.6,Completed,False
101290,FA101290,20250213,17,16,4,2025-02-13 11:30:00,2025-02-13 12:30:00,2025-02-13 17:06:00,2025-02-13 18:06:00,336,336,60,60,0,90,90,296,200,1898,31360.0,32458.3,Completed,False
101291,FA101291,20250213,18,6,1,2025-02-13 22:30:00,2025-02-13 22:31:00,2025-02-14 01:13:00,2025-02-14 01:14:00,163,163,1,1,0,45,45,180,124,830,6520.0,6859.8,Completed,False
101292,FA101292,20250213,19,10,1,2025-02-13 20:15:00,2025-02-13 20:17:00,2025-02-13 22:15:00,2025-02-13 22:16:00,120,119,2,1,0,45,45,189,134,1115,5200.0,4931.6,Completed,False
101293,FA101293,20250213,19,12,1,2025-02-13 22:00:00,2025-02-13 22:00:00,2025-02-14 00:00:00,2025-02-14 00:03:00,120,123,0,3,0,45,45,189,127,710,5200.0,5220.1,Completed,False
101294,FA101294,20250213,20,14,1,2025-02-13 22:30:00,2025-02-13 22:32:00,2025-02-14 04:19:00,2025-02-14 04:26:00,349,354,2,7,0,90,90,296,196,1707,32573.3,34591.8,Completed,False
101295,FA101295,20250213,21,7,1,2025-02-13 12:30:00,2025-02-13 12:30:00,2025-02-13 15:25:00,2025-02-13 15:32:00,175,182,0,7,0,45,45,189,128,477,7583.3,7749.6,Completed,False
101296,FA101296,20250213,22,11,8,2025-02-13 14:45:00,2025-02-13 14:53:00,2025-02-13 16:55:00,2025-02-13 17:06:00,130,133,8,11,0,45,45,189,143,721,5633.3,5398.0,Completed,False
101297,FA101297,20250213,23,16,1,2025-02-13 08:30:00,2025-02-13 08:37:00,2025-02-13 11:48:00,2025-02-13 12:01:00,198,204,7,13,0,90,90,296,208,1135,18480.0,18386.8,Completed,False
101298,FA101298,20250213,24,7,1,2025-02-13 19:00:00,2025-02-13 19:03:00,2025-02-13 22:25:00,2025-02-13 22:23:00,205,200,3,0,0,45,45,189,139,717,8883.3,9058.1,Completed,False
101299,FA101299,20250213,24,7,1,2025-02-13 19:30:00,2025-02-13 19:30:00,2025-02-13 22:55:00,2025-02-13 22:54:00,205,204,0,0,0,45,45,189,115,239,8883.3,9418.7,Completed,False
101300,FA101300,20250213,25,13,1,2025-02-13 09:30:00,2025-02-13 09:40:00,2025-02-13 15:37:00,2025-02-13 15:53:00,367,373,10,16,0,90,90,296,190,2113,34253.3,36634.7,Completed,False
101301,FA101301,20250214,1,17,1,2025-02-14 11:45:00,2025-02-14 11:45:00,2025-02-14 18:29:00,2025-02-14 18:34:00,404,409,0,5,0,90,90,296,227,1743,37706.7,38726.8,Completed,False
101302,FA101302,20250214,3,4,4,2025-02-14 09:30:00,2025-02-14 10:05:00,2025-02-14 12:16:00,2025-02-14 12:47:00,166,162,35,31,0,45,45,180,137,1014,6640.0,6882.6,Completed,False
101303,FA101303,20250214,4,9,1,2025-02-14 12:00:00,2025-02-14 12:07:00,2025-02-14 15:01:00,2025-02-14 15:15:00,181,188,7,14,0,45,45,189,120,949,7843.3,8170.5,Completed,False
101304,FA101304,20250214,5,12,1,2025-02-14 19:15:00,2025-02-14 19:15:00,2025-02-14 22:47:00,2025-02-14 22:44:00,212,209,0,0,0,45,45,189,128,230,9186.7,10033.2,Completed,False
101305,FA101305,20250214,6,16,1,2025-02-14 16:45:00,2025-02-14 16:45:00,2025-02-14 22:42:00,2025-02-14 22:36:00,357,351,0,0,0,90,90,296,243,1790,33320.0,35749.5,Completed,False
101306,FA101306,20250214,7,15,1,2025-02-14 10:45:00,2025-02-14 10:45:00,2025-02-14 19:46:00,2025-02-14 19:40:00,541,535,0,0,0,90,90,296,225,1507,50493.3,56412.0,Completed,False
101307,FA101307,20250214,8,12,1,2025-02-14 19:30:00,2025-02-14 19:30:00,2025-02-14 22:47:00,2025-02-14 22:53:00,197,203,0,6,0,45,45,189,141,1245,8536.7,8859.8,Completed,False
101308,FA101308,20250214,8,11,1,2025-02-14 16:45:00,2025-02-14 16:54:00,2025-02-14 20:02:00,2025-02-14 20:12:00,197,198,9,10,0,45,45,189,149,956,8536.7,8782.5,Completed,False
101309,FA101309,20250214,9,14,1,2025-02-14 19:30:00,2025-02-14 19:30:00,2025-02-15 02:00:00,2025-02-15 02:01:00,390,391,0,1,0,90,90,296,227,1530,36400.0,40889.9,Completed,False
101310,FA101310,20250214,10,13,1,2025-02-14 14:00:00,2025-02-14 14:01:00,2025-02-15 02:36:00,2025-02-15 02:38:00,756,757,1,2,0,90,90,296,209,2145,70560.0,73257.0,Completed,False
101311,FA101311,20250214,11,15,1,2025-02-14 14:30:00,2025-02-14 14:33:00,2025-02-14 20:43:00,2025-02-14 20:50:00,373,377,3,7,0,90,90,296,209,1884,34813.3,34380.2,Completed,False
101312,FA101312,20250214,12,6,5,2025-02-14 09:00:00,2025-02-14 09:28:00,2025-02-14 11:45:00,2025-02-14 12:16:00,165,168,28,31,0,45,45,180,146,664,6600.0,6426.5,Completed,False
101313,FA101313,20250214,12,6,1,2025-02-14 08:30:00,2025-02-14 08:31:00,2025-02-14 11:15:00,2025-02-14 11:20:00,165,169,1,5,0,45,45,180,151,286,6600.0,6861.2,Completed,False
101314,FA101314,20250214,13,18,7,2025-02-14 07:30:00,2025-02-14 08:26:00,2025-02-14 14:24:00,2025-02-14 15:21:00,414,415,56,57,0,90,90,296,203,1845,38640.0,36192.5,Completed,False
101315,FA101315,20250214,14,18,1,2025-02-14 20:00:00,2025-02-14 20:06:00,2025-02-15 03:03:00,2025-02-15 03:11:00,423,425,6,8,0,90,90,296,219,1788,39480.0,42598.2,Completed,False
101316,FA101316,20250214,15,13,1,2025-02-14 10:45:00,2025-02-14 10:50:00,2025-02-14 14:29:00,2025-02-14 14:41:00,224,231,5,12,0,90,90,296,209,1552,20906.7,20997.9,Completed,False
101317,FA101317,20250214,16,13,1,2025-02-14 05:15:00,2025-02-14 05:18:00,2025-02-14 11:28:00,2025-02-14 11:40:00,373,382,3,12,0,90,90,296,223,1931,34813.3,37452.5,Completed,False
101318,FA101318,20250214,17,16,1,2025-02-14 20:00:00,2025-02-14 20:00:00,2025-02-15 01:36:00,2025-02-15 01:42:00,336,342,0,6,0,90,90,296,233,1810,31360.0,31603.8,Completed,False
101319,FA101319,20250214,18,1,2,2025-02-14 08:30:00,2025-02-14 09:01:00,2025-02-14 11:13:00,2025-02-14 11:48:00,163,167,31,35,0,45,45,180,138,1080,6520.0,6153.0,Completed,False
101320,FA101320,20250214,19,10,1,2025-02-14 15:00:00,2025-02-14 15:02:00,2025-02-14 17:00:00,2025-02-14 17:11:00,120,129,2,11,0,45,45,189,121,575,5200.0,5577.6,Completed,False
101321,FA101321,20250214,20,15,2,2025-02-14 11:15:00,2025-02-14 11:26:00,2025-02-14 17:04:00,2025-02-14 17:23:00,349,357,11,19,0,90,90,296,198,2354,32573.3,34571.3,Completed,False
101322,FA101322,20250214,21,9,1,2025-02-14 12:30:00,2025-02-14 12:31:00,2025-02-14 15:25:00,2025-02-14 15:25:00,175,174,1,0,0,45,45,189,127,1108,7583.3,7445.6,Completed,False
101323,FA101323,20250214,22,8,1,2025-02-14 16:15:00,2025-02-14 16:15:00,2025-02-14 18:25:00,2025-02-14 18:34:00,130,139,0,9,0,45,45,189,135,940,5633.3,5339.2,Completed,False
101324,FA101324,20250214,22,7,7,2025-02-14 22:30:00,2025-02-14 23:21:00,2025-02-15 00:40:00,2025-02-15 01:31:00,130,130,51,51,0,45,45,189,143,1335,5633.3,5965.5,Completed,False
