RouteFinKey,DateKey,RouteKey,AircraftKey,FlightCount,ASK,RPK,PassengerRevenueUSD,AncillaryRevenueUSD,CargoRevenueUSD,TotalRevenueUSD,FuelCostUSD,CrewCostUSD,MaintenanceCostUSD,AirportChargesUSD,OtherOperatingCostUSD,TotalOperatingCostUSD
187,20250701,16,13,31,48082240,44424720,3732411.31,409310.67,19895.66,4161617.65,949758.96,451482.18,309651.66,136263.71,1007309.36,2854465.87
188,20250801,16,13,31,48082240,43937400,3431030.7,300644.83,20123.14,3751798.67,977861.52,481403.39,302797.36,127019.22,882069.15,2771150.64
189,20250901,16,13,29,44980160,31487160,2966018.77,347519.82,18514.59,3332053.17,834445.29,439841.36,346782.6,128009.27,923991.09,2673069.61
190,20251001,16,13,30,46531200,35935920,2933722.24,242940.26,26058.74,3202721.23,819170.61,434765.23,343679.09,117031.72,1027831.07,2742477.73
191,20251101,16,13,30,46531200,38246760,3042600.61,403794.76,28480.12,3474875.49,937654.56,410716.75,342963.2,134653.04,738303.21,2564290.75
192,20251201,16,13,31,48082240,46059600,4424866.25,501291.14,26757.58,4952914.97,854535.86,465102.69,299844.84,119113.82,764931.32,2503528.54
193,20250101,17,13,29,40173120,37496160,3077320.58,336667.42,25166.19,3439154.19,758873.29,367458.36,305580.39,125642.3,855598.24,2413152.58
194,20250201,17,13,28,38787840,27158040,2254393.62,305851.43,23640.37,2583885.42,780619.13,354250.1,290701.25,116520.06,794113.14,2336203.68
195,20250301,17,13,31,42943680,32750640,2853537.42,207113.54,26512.28,3087163.24,785837.66,430707.64,328021.65,138000.95,716259.53,2398827.42
196,20250401,17,13,29,40173120,30817800,2886119.41,243797.76,19795.62,3149712.79,750017.68,405617.2,248582.93,121053.89,786832.61,2312104.32
197,20250501,17,13,31,42943680,33667920,2764037.64,321672.78,25559.25,3111269.66,830635.83,396001.67,312165.2,126795.07,864350.73,2529948.5
198,20250601,17,13,30,41558400,34702200,2897598.96,300631.86,23402.28,3221633.1,803024.21,371131.33,255052.5,120106.02,805294.62,2354608.68
199,20250701,17,13,31,42943680,40701960,3401528.96,412489.58,21402.79,3835421.32,883823.1,385978.03,285093.24,136482.91,749810.16,2441187.44
200,20250801,17,13,30,41558400,37908000,3176052.39,349831.0,26080.3,3551963.69,896655.17,367962.27,265265.85,124975.91,793218.54,2448077.74
201,20250901,17,13,30,41558400,28833480,2565292.61,276069.26,26334.43,2867696.29,881737.48,366950.91,309978.44,128604.32,899894.24,2587165.38
202,20251001,17,13,31,42943680,32886360,2466458.32,151195.41,28667.58,2646321.32,800620.96,444694.25,284284.33,135885.48,907821.26,2573306.29
203,20251101,17,13,28,38787840,31664880,2516692.3,162893.92,21550.83,2701137.05,784824.23,379861.11,266555.14,120029.81,766525.4,2317795.69
204,20251201,17,13,30,41558400,39457080,3230337.19,410702.98,27788.25,3668828.42,811684.63,360495.9,269588.14,115818.59,872879.6,2430466.86
205,20250101,18,1,45,15390000,13651500,1106050.7,114295.22,14710.9,1235056.82,266626.58,149089.5,178722.35,116326.33,461663.02,1172427.77
206,20250201,18,1,36,12312000,8534800,660975.86,78352.85,10319.25,749647.96,188044.15,107176.0,142421.5,96281.44,299743.17,833666.27
207,20250301,18,1,48,16416000,11977600,1046975.15,120852.07,11153.82,1178981.03,264175.8,147482.25,193079.89,124541.61,370487.27,1099766.82
208,20250401,18,1,47,16074000,12078300,1009730.95,95860.89,11327.5,1116919.34,293759.03,148467.23,190638.2,123510.91,467974.45,1224349.82
209,20250501,18,1,41,14022000,10182100,868371.19,59818.63,12553.21,940743.02,237816.61,122822.8,169228.32,103042.26,306684.35,939594.35
210,20250601,18,1,50,17100000,13757900,1075152.7,87907.64,16167.2,1179227.54,267545.1,158578.17,202463.01,142346.45,423956.82,1194889.55
211,20250701,18,1,40,13680000,12293000,1025193.03,78953.68,11923.41,1116070.13,216677.45,142604.95,154849.91,107346.75,336891.58,958370.64
212,20250801,18,1,46,15732000,13801600,1138793.09,139485.32,10109.65,1288388.06,245196.81,154493.2,168031.62,112712.16,467764.7,1148198.5
213,20250901,18,1,43,14706000,9804000,817279.45,81366.33,12936.67,911582.45,261168.91,139128.3,156825.72,116975.02,433890.9,1107988.85
214,20251001,18,1,39,13338000,9919900,898318.46,55967.55,10191.13,964477.13,220345.57,115513.07,141130.14,100019.72,371311.34,948319.83
215,20251101,18,1,49,16758000,12876300,1123405.93,102166.53,13670.91,1239243.36,291818.01,173896.53,174167.72,139475.26,366725.3,1146082.81
216,20251201,18,1,41,14022000,12996000,1061459.84,99528.37,9086.05,1170074.26,248998.76,132548.9,166416.49,116228.13,346683.1,1010875.38
217,20250101,19,7,43,10808910,9589300,877281.21,94706.47,11012.13,982999.82,198876.17,98632.26,106063.08,107478.4,295466.87,806516.77
218,20250201,19,7,38,9552060,6478430,619729.75,46232.28,9115.93,675077.97,183071.81,86356.22,99365.16,99597.15,225930.4,694320.75
219,20250301,19,7,34,8546580,6221740,607107.06,71151.27,9024.16,687282.49,140846.49,88894.98,82999.63,96336.12,246875.64,655952.86
220,20250401,19,7,47,11814390,9036020,931032.44,75294.15,13198.52,1019525.11,195360.72,116291.4,118370.5,132979.46,304798.08,867800.16
221,20250501,19,7,44,11060280,8422890,802199.74,59086.37,9752.63,871038.74,205547.33,110242.59,112795.82,113217.88,254792.73,796596.35
222,20250601,19,7,45,11311650,8944250,916107.62,89564.74,12147.89,1017820.25,187710.05,107164.01,136152.08,107790.98,310778.08,849595.2
223,20250701,19,7,49,12317130,11114810,1009886.32,71713.68,16018.24,1097618.24,219016.43,115483.7,127725.3,136266.76,268858.15,867350.35
224,20250801,19,7,45,11311650,9746240,1000913.48,120896.02,10635.8,1132445.3,198579.96,116590.57,126204.86,121496.87,288784.22,851656.47
225,20250901,19,7,39,9803430,6457150,638190.42,65811.19,13369.8,717371.41,194941.87,95429.97,102037.23,108662.5,270187.45,771259.01
226,20251001,19,7,44,11060280,8062460,725811.46,93214.42,10629.75,829655.64,196233.33,110739.25,117703.47,114166.69,219103.88,757946.62
227,20251101,19,7,46,11563020,8867110,846650.66,111922.39,16574.25,975147.3,195876.48,100731.69,130577.83,113719.87,275256.0,816161.87
228,20251201,19,7,42,10557540,9716980,986666.41,59826.99,11096.32,1057589.71,211844.39,92207.12,119742.79,109920.31,291423.63,825138.23
229,20250101,20,13,31,44778880,41626400,3785576.32,448739.37,26677.74,4260993.43,969206.48,434486.38,322904.23,131136.09,990043.69,2847776.87
230,20250201,20,13,26,37556480,26805840,2190748.38,279447.39,19636.74,2489832.5,805117.46,333315.19,240423.99,109742.83,674101.79,2162701.26
231,20250301,20,13,29,41889920,31539440,2936435.56,399492.7,25504.5,3361432.76,823282.2,435212.5,321342.93,114949.75,713132.02,2407919.41
232,20250401,20,13,30,43334400,34277120,2965069.06,213629.03,29051.24,3207749.32,906662.48,401761.52,335823.78,128998.16,823674.85,2596920.8
233,20250501,20,13,30,43334400,34687040,3300095.11,336091.32,23281.01,3659467.44,836168.87,450449.3,327341.81,120538.93,952449.93,2686948.83
234,20250601,20,13,30,43334400,35619120,3093910.99,412521.98,20043.95,3526476.92,922136.75,399761.45,276708.76,117484.96,792131.16,2508223.08
235,20250701,20,13,30,43334400,40172160,3442187.99,399593.33,26794.86,3868576.18,821632.76,405670.31,282187.19,123661.51,723527.68,2356679.44
236,20250801,20,13,30,43334400,39679280,3369439.29,297801.68,26110.18,3693351.15,816134.67,404500.01,269720.84,116871.32,826094.32,2433321.16
237,20250901,20,13,30,43334400,29772880,2840945.38,397367.1,25443.8,3263756.28,856791.0,389600.94,290415.38,133391.51,807582.36,2477781.19
238,20251001,20,13,30,43334400,33393840,2747085.61,208334.44,25439.68,2980859.72,831928.44,379685.27,288725.31,123819.83,892135.65,2516294.5
239,20251101,20,13,29,41889920,34057520,3221248.77,302106.27,29377.62,3552732.67,844546.43,428135.96,268750.62,129636.11,666117.05,2337186.16
240,20251201,20,13,31,44778880,42216880,3521588.11,295681.74,26281.46,3843551.31,812253.51,463957.64,289946.07,138407.32,904061.91,2608626.45
241,20250101,21,7,48,19141920,17147970,1758384.85,155875.93,14627.37,1928888.15,286783.45,198504.19,189873.89,125194.14,424272.95,1224628.61
242,20250201,21,7,39,15552810,10484590,942611.61,85279.48,9208.79,1037099.89,283313.82,136858.51,154269.87,110963.96,325771.27,1011177.43
243,20250301,21,7,44,17546760,12520740,1173455.02,89546.24,9763.44,1272764.7,307017.97,157894.58,182203.76,118207.96,507102.07,1272426.34
244,20250401,21,7,43,17147970,13018700,1155476.4,114776.73,12766.23,1283019.36,283386.98,152471.86,183469.94,114687.26,348423.26,1082439.3
245,20250501,21,7,44,17546760,13202270,1266862.08,84310.96,10083.16,1361256.2,281159.32,151878.29,203835.32,115133.03,379357.9,1131363.86
246,20250601,21,7,45,17945550,14514690,1323683.82,89507.43,12483.4,1425674.66,304599.38,176797.0,207563.1,128050.9,493351.97,1310362.35
247,20250701,21,7,43,17147970,15544370,1441555.87,97448.37,12944.4,1551948.64,297570.16,148050.43,196529.76,117109.4,468418.86,1227678.61
248,20250801,21,7,48,19141920,16356720,1522391.58,171144.06,11864.32,1705399.96,306567.78,165844.85,187282.47,123196.59,409333.63,1192225.31
249,20250901,21,7,48,19141920,12742290,1190902.97,166292.95,15329.03,1372524.95,335355.9,172884.67,222163.85,128112.49,435816.26,1294333.18
250,20251001,21,7,44,17546760,12957510,1188012.11,75589.2,12234.17,1275835.48,298300.99,170379.3,181126.66,119380.34,457257.24,1226444.53
251,20251101,21,7,45,17945550,13757200,1371316.78,164275.47,14639.54,1550231.79,297257.37,185320.84,216585.78,122078.77,463101.28,1284344.04
252,20251201,21,7,38,15154020,13662250,1210411.6,152095.03,8121.21,1370627.84,266287.37,142129.49,180993.93,90777.01,324680.28,1004868.07
253,20250101,22,7,40,11188800,10124680,884080.42,94724.37,12649.22,991454.0,216163.41,96382.26,128171.9,99401.6,261702.97,801822.14
254,20250201,22,7,38,10629360,7213520,580094.03,80460.89,8169.44,668724.36,186293.8,107804.27,122030.75,99766.57,294380.58,810275.97
255,20250301,22,7,48,13426560,9701400,886805.48,122768.55,9945.51,1019519.55,218731.68,136038.16,136537.97,134199.32,307879.79,933386.93
256,20250401,22,7,41,11468520,8703880,733465.12,97306.49,13433.13,844204.75,182823.0,119645.26,115674.39,106345.35,250444.32,774932.31
257,20250501,22,7,44,12307680,9143440,750929.77,61691.69,10306.26,822927.71,224025.92,117705.87,138915.71,111504.04,341351.27,933502.81
258,20250601,22,7,42,11748240,9261840,840114.7,106387.81,11830.56,958333.06,227794.77,105566.37,129970.74,113522.17,240440.14,817294.19
259,20250701,22,7,46,12867120,11637240,1023342.47,103559.18,11048.56,1137950.21,236918.43,113713.14,149294.45,122048.42,272902.07,894876.5
260,20250801,22,7,44,12307680,10719640,883143.13,108626.58,9753.55,1001523.25,198323.59,105401.58,135585.17,116114.89,263975.45,819400.68
261,20250901,22,7,41,11468520,7642720,656476.61,53250.3,13914.71,723641.63,215344.18,105190.81,122467.3,97405.26,316120.83,856528.38
262,20251001,22,7,42,11748240,8689080,734273.84,78703.82,8907.89,821885.55,220638.61,103387.57,126402.85,113755.78,251540.3,815725.1
263,20251101,22,7,43,12027960,9242600,822064.1,55843.02,12316.39,890223.51,221941.39,110553.82,121328.61,121206.45,309220.79,884251.06
264,20251201,22,7,39,10909080,10038840,788669.08,70361.53,8267.15,867297.75,210474.19,96127.16,116436.21,92142.93,267750.48,782930.97
265,20250101,23,13,48,36940800,33282600,2712306.73,297262.75,36406.08,3045975.57,721540.95,330299.33,225977.49,134406.12,665100.48,2077324.37
266,20250201,23,13,35,26936000,18140200,1513169.27,185121.4,31212.51,1729503.19,527531.39,250548.54,184068.98,93746.91,591874.88,1647770.7
267,20250301,23,13,41,31553600,22734400,1920651.25,146324.89,37104.92,2104081.05,693261.32,319281.67,233103.28,96518.15,543148.87,1885313.3
268,20250401,23,13,49,37710400,28665000,2292979.1,202419.39,43722.95,2539121.44,857177.6,356135.53,292143.18,128169.95,715213.35,2348839.61
269,20250501,23,13,41,31553600,23628800,2251360.9,202911.76,36605.86,2490878.52,671493.28,295566.65,204997.36,103760.46,632660.16,1908477.91
270,20250601,23,13,45,34632000,27144000,2384853.92,328879.77,39645.35,2753379.05,739979.8,316026.77,264461.17,119672.96,741480.22,2181620.92
271,20250701,23,13,44,33862400,30602000,2441031.09,339030.95,38370.88,2818432.92,756646.23,298642.7,262859.77,122754.96,749408.76,2190312.42
272,20250801,23,13,44,33862400,29647800,2408114.4,186388.65,32891.86,2627394.91,773529.84,313506.56,206693.95,124436.26,563736.6,1981903.2
273,20250901,23,13,36,27705600,18085600,1662253.94,126270.29,29521.26,1818045.49,603089.09,267008.58,202501.07,92457.11,501821.64,1666877.5
274,20251001,23,13,44,33862400,24767600,2327329.41,150376.22,40777.39,2518483.03,758154.96,317294.7,253210.53,117254.45,579693.29,2025607.92
275,20251101,23,13,40,30784000,24133200,1929624.84,254319.03,37829.68,2221773.56,684149.37,299220.78,235391.59,111171.85,529040.6,1858974.2
276,20251201,23,13,46,35401600,33079800,3021831.38,243533.38,29343.48,3294708.24,746671.91,333329.13,230228.23,130755.73,679901.51,2120886.52
277,20250101,24,7,49,23430330,20839610,1774327.39,169482.12,13822.5,1957632.0,369958.41,203593.63,284592.54,135841.92,510250.95,1504237.46
278,20250201,24,7,42,20083140,13644290,1205292.17,149689.67,11742.01,1366723.85,302537.71,191299.9,228749.14,108717.58,474722.4,1306026.73
279,20250301,24,7,41,19604970,14026320,1241540.98,120468.09,13410.8,1375419.86,349523.33,202605.43,202295.29,96495.25,564214.15,1415133.47
280,20250401,24,7,42,20083140,15033260,1507633.01,100568.1,12312.39,1620513.5,304895.0,205346.36,201542.23,102344.02,423776.25,1237903.86
281,20250501,24,7,41,19604970,14775200,1273838.0,92478.46,11778.66,1378095.12,291854.46,197399.06,224478.9,104799.44,537862.94,1356394.8
282,20250601,24,7,39,18648630,14534850,1342985.84,91858.86,12077.51,1446922.21,307817.11,176217.21,178075.59,101424.92,468923.35,1232458.18
283,20250701,24,7,42,20083140,18223590,1709946.88,199930.98,10359.09,1920236.95,302707.39,193516.59,235999.19,112278.05,538723.96,1383225.17
284,20250801,24,7,39,18648630,16338740,1310487.4,106360.48,8087.48,1424935.37,326108.75,192338.34,206103.8,104297.01,520455.44,1349303.34
285,20250901,24,7,42,20083140,13457070,1122411.44,95758.37,9358.06,1227527.87,350726.51,178884.38,244328.84,115691.15,560894.72,1450525.6
286,20251001,24,7,43,20561310,15182530,1362283.06,121008.75,11054.01,1494345.82,342640.62,213192.83,225165.94,114174.75,577454.91,1472629.05
287,20251101,24,7,39,18648630,14334980,1202025.67,94282.06,11112.17,1307419.91,325602.22,188834.75,180542.27,92406.75,517444.62,1304830.63
288,20251201,24,7,41,19604970,18028780,1480996.91,169199.59,12080.52,1662277.02,331747.76,170879.12,217828.53,106184.22,533129.0,1359768.63
289,20250101,25,13,31,47164640,44096060,3684735.17,446101.44,31862.6,4162699.22,945572.0,426421.57,354281.82,137920.53,733921.34,2598117.25
290,20250201,25,13,28,42600320,30778320,2379418.34,286923.93,26804.38,2693146.65,788413.28,411967.9,296920.47,112091.46,794172.1,2403565.21
291,20250301,25,13,31,47164640,35198720,2784609.81,376349.09,26688.5,3187647.41,997381.99,433589.69,313790.63,130206.69,1012183.23,2887152.22
292,20250401,25,13,30,45643200,36355220,2884073.08,392018.17,18342.56,3294433.81,904608.19,466180.45,319776.44,124756.57,748037.5,2563359.14
293,20250501,25,13,30,45643200,35620200,3178471.49,363274.43,24180.31,3565926.23,949708.24,441755.1,298732.02,116893.13,917587.07,2724675.55
294,20250601,25,13,29,44121760,37187900,2951230.94,218454.95,20335.61,3190021.5,831447.7,456754.03,318987.18,132209.7,752861.89,2492260.5
295,20250701,25,13,31,47164640,43808220,3891401.87,529412.34,24203.08,4445017.29,961151.21,481901.56,298103.6,140895.96,833141.02,2715193.35
296,20250801,25,13,31,47164640,43258240,3733879.58,352248.18,25773.81,4111901.56,951509.17,417373.63,341415.18,119660.19,851678.02,2681636.19
297,20250901,25,13,30,45643200,32058180,2448049.39,277663.71,28436.58,2754149.67,979220.28,441060.64,317557.91,124373.13,848183.7,2710395.66
298,20251001,25,13,28,42600320,32721240,2711206.81,285776.97,21578.01,3018561.79,837193.96,387570.18,307829.93,126374.99,662131.2,2321100.25
299,20251101,25,13,30,45643200,36519700,3001858.63,194660.7,23033.34,3219552.67,963142.38,464460.11,292261.1,124066.45,945657.16,2789587.2
300,20251201,25,13,30,45643200,43417580,3632231.57,417416.08,19569.01,4069216.67,927772.7,392442.98,305426.81,126446.31,712466.1,2464554.89
